"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DD9XISGB","journalArticle","2005","Miracle, P.","Late Mousterian Subsistence and Cave Use in Dalmatia: the Zooarchaeology of Mujina Pećina,Croatia","International Journal of Osteoarchaeology","","","","","","2005","2015-11-10 07:14:48","2015-11-10 07:14:48","","84–105","","","15","","","Late Mousterian Subsistence and Cave Use in Dalmatia: the Zooarchaeology of Mujina Pećina,Croatia","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQIURHEC","bookSection","2008","Miracle, P.; Borić, D.","Bodily Beliefs and Agricultural Beginnings in  Western Asia: Animal-Human Hybridity Re-examined","Past Bodies. Body-Centered Research in Archaeology","","","","","","2008","2015-11-10 07:14:48","2015-11-10 07:14:48","","101–113","","","","","","Bodily Beliefs and Agricultural Beginnings in  Western Asia: Animal-Human Hybridity Re-examined","","","","","","Oxford","","","","","","","","","","","","ERC-Project.enl","","Borić, D.; Robb, J.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E8RSMNMX","journalArticle","2004","Mioč, U. B.; Colomban, P.; .Sagon, G; Stojanović, M.; Rosić, A.","Ochre decor and Cinnabar Residues in Neolithic Pottery from Vinča, Serbia","J. Raman Spectroscopy","","","","","","2004","2015-11-10 07:14:48","2015-11-10 07:14:48","","843–846","","","35","","","Ochre decor and Cinnabar Residues in Neolithic Pottery from Vinča, Serbia","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PR8M6PIU","journalArticle","2005","Minichreiter, K.","Zadubravlje – kultni predmeti u naselju starčevačke kulture. Zadubravlje – Cult Objects in the Starčevo Culture Settlement","PriloziZagreb","","","","","","2005","2015-11-10 07:14:48","2015-11-10 07:14:48","","5–24","","","22","","","Zadubravlje – kultni predmeti u naselju starčevačke kulture. Zadubravlje – Cult Objects in the Starčevo Culture Settlement","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RVMU442S","thesis","2005","Minichillo, Thomas J.","Middle Stone Age Lithic Study, South Africa: An Examination of Modern Human Origins","","","","","","","2005","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","","","","Middle Stone Age Lithic Study, South Africa: An Examination of Modern Human Origins","","","","","University of Washington","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C6NWSCZZ","bookSection","2008","Mina, M.","Figurin' Out Cretan Neolithic Society: Anthroppmorphic Figurines, Symbolism and Gender Dialectics","Escaping the Labyrinth. The Cretan Neolithic in Context","","","","","","2008","2015-11-10 07:14:48","2015-11-10 07:14:48","","115–135","","","","","","Figurin' Out Cretan Neolithic Society: Anthroppmorphic Figurines, Symbolism and Gender Dialectics","Sheffield Studies in Aegean Archaeology","8","","","","Oxford","","","","","","","","","","","","ERC-Project.enl","","Isaakidou, V.; Tomkins, P. D.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JJ4BAWQV","book","1976","Milojcic, Vladimir; Driesch, Angela von den; Enderle, Kurt; Milojcic- von Zumbusch-, Johanna; Kilian, Klaus","Die Deutschen Ausgrabungen auf Magulen um Larisa in Thessalien 1966. Agia Sofia-Magula, Karagyös-Magula, Bunar Baschi","","","","","","","1976","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","","","","Die Deutschen Ausgrabungen auf Magulen um Larisa in Thessalien 1966. Agia Sofia-Magula, Karagyös-Magula, Bunar Baschi","Beiträge zur ur- und frühgeschichtlichen Archäologie des Mittelmeer-Kulturraumes","15","","","","Bonn","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FN3HTK6N","book","1949","Milojčić, V.","Chronologie der jüngeren Steinzeit Mittel- und Südosteuropas","","","","","","","1949","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","","","","Chronologie der jüngeren Steinzeit Mittel- und Südosteuropas","","","","","","Berlin","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GUFI2IWS","journalArticle","1989","Mills, Barbara J.","Integrating Functional Analyses of Vessels and Sherds through Model of Ceramic Assemblage Formation","WorldA","","","","","","1989","2015-11-10 07:14:48","2015-11-10 07:14:48","","133–147","","1","21","","","Integrating Functional Analyses of Vessels and Sherds through Model of Ceramic Assemblage Formation","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ATA8BSV6","book","2007","Miller, H. M.-L.","Archaeological Approaches to Technology","","","","","","","2007","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","","","","Archaeological Approaches to Technology","","","","","","Burlington","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X2MEWMQX","journalArticle","2008","Miller, A.; Barton, C. M.","Exploring the Land: a Comparison of Land-Use Patterns in the Middle and Upper Paleolithic of the Western Mediterranean","JASc","","","","","","2008","2015-11-10 07:14:48","2015-11-10 07:14:48","","1427–1437","","5","35","","","Exploring the Land: a Comparison of Land-Use Patterns in the Middle and Upper Paleolithic of the Western Mediterranean","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68HWM6VD","book","2004","Mille, Benoit; Besenval, Roland; Bourgarit, David","Frühes Gießen in verlorener Form in Baluchistan (Pakistan): das ""Leopardengewicht"" aus Shahi-Tump","","","","","","","2004","2015-11-10 07:14:48","2015-11-10 07:14:48","","","","","","","","Frühes Gießen in verlorener Form in Baluchistan (Pakistan): das ""Leopardengewicht"" aus Shahi-Tump","Katalog der Ausstellung des Deutschen Bergbau-Museums Bochum vom 28. November 2004 bis 29. Mai 2005","","","","","Bochum","","","","","","","","","","","","ERC-Project.enl","","","Stöllner, Thomas; Slotta, Rainer; Vatandoust, Abdolrasool","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QWDJR2DS","journalArticle","2002","Milisauskas, S.","Interpretations and Narratives of the Neolithic of Southeast Europe","Current Anthropology","","","","","","2002","2015-11-10 07:14:48","2015-11-10 07:14:48","","887–889","","","76","","","Interpretations and Narratives of the Neolithic of Southeast Europe","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GCAS83KZ","journalArticle","1992","Milisauskas, S.","Rez. zu D. Krstić, A Neolithic Village in Yugoslavia by Ruth Tringham (Los Angeles 1990)","AJA","","","","","","1992","2015-11-10 07:14:48","2015-11-10 07:14:48","","765 f.","","4","96","","","Rez. zu D. Krstić, A Neolithic Village in Yugoslavia by Ruth Tringham (Los Angeles 1990)","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H8ZQZAHS","journalArticle","2014","Milić, Marina","PXRF Characterisation of Obsidian from Central Anatolia, the Aegean and Central Europe","JASc","","","","","","2014","2015-11-10 07:14:48","2015-11-10 07:14:48","","285–296","","","41","","","PXRF Characterisation of Obsidian from Central Anatolia, the Aegean and Central Europe","","","","","","","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3NGC8BW9","book","2009","Mihailović, Dušan","Upper Paleolithic and Mesolithic Chipped Stone Industries from Crvena Stijena","","","","","","","2009","2015-11-10 07:14:47","2015-11-10 07:14:47","","","","","","","","Upper Paleolithic and Mesolithic Chipped Stone Industries from Crvena Stijena","Prehistoric Settlements in Caves and Rock-Shelters of Serbia and Montenegro","II","","","","Belgrad","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P2P6ZTID","book","2009","Mihailović, Dušan","Middle Palaeolithic Settlement at Petrivaradin Fortress. Chipped Stone Industry from Sectors I and II (Excavations in 2003 and 2004)","","","","","","","2009","2015-11-10 07:14:47","2015-11-10 07:14:47","","","","","","","","Middle Palaeolithic Settlement at Petrivaradin Fortress. Chipped Stone Industry from Sectors I and II (Excavations in 2003 and 2004)","","","","","","Novi Sad","","","","","","","","","","","","ERC-Project.enl","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8EM36IPX","bookSection","2008","Mihailović, Dušan","Lithic Technology and Settlement Systems of the Final Palaeolithic and Early Mesolithic in the Iron Gates","The Iron Gates in Prehistory: New Perspectives","","","","","","2008","2015-11-10 07:14:47","2015-11-10 07:14:47","","11–18","","","","","","Lithic Technology and Settlement Systems of the Final Palaeolithic and Early Mesolithic in the Iron Gates","BAR International Series","1893","","","","Oxford","","","","","","","","","","","","ERC-Project.enl","","Bonsall, Clive; Boroneanț, Vasile; Radovanović, Ivana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FBFJ2F8S","bookSection","2008","Mihailović, Dušan","Les explorations récentes du Paléolithique en Serbie","La Prehistoire du sud-est europeen – traditions et innovations","","","","","","2008","2015-11-10 07:14:47","2015-11-10 07:14:47","","","","","15","","","Les explorations récentes du Paléolithique en Serbie","Etudes balkaniques","","","","","","","","","","","","","","","","","ERC-Project.enl","","Kourtessi-Phillippakis, G.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZMW5MAVI","bookSection","2007","Mihailović, Dušan","Social and Cultural Integration in the Late Upper Palaeolithic of the Western Balkans","Late Paleolithic Environments and Cultural Relations around the Adriatic / Environements du Paléolithique final et rapports culturels autour de l'Adriatique. Union Internationale des Sciences Préhistoriques et  protohistoriques / International Union for Prehistoric and Protohistoric Sciences, Proceedings of the XV World Congress (Lisbon, 4-9 September 2006)/ Actes du XV Congrès Mondial (Lisbonne, 4-9 Septembre 2006) Vol. 4, Session C17","","","","","","2007","2015-11-10 07:14:47","2015-11-10 07:14:47","","53–59","","","","","","Social and Cultural Integration in the Late Upper Palaeolithic of the Western Balkans","BAR International Series 1716","","","","","Oxford","","","","","","","","","","","","ERC-Project.enl","","Whallon, R.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IS3M6Z67","bookSection","2004","Mihailović, Dušan","Spirituality and Cultural Identity in the Middle-Upper Palaeolithic Transition in the Balkans","La Spiritualité. Actes du colloque de la commission 8 de (Paléolithique supérieur), Líege, 10-12 decembré 2003","","","","","","2004","2015-11-10 07:14:47","2015-11-10 07:14:47","","11–20","","","","","","Spirituality and Cultural Identity in the Middle-Upper Palaeolithic Transition in the Balkans","ERAUL","106","","","","Líege","","","","","","","","","","","","ERC-Project.enl","","Otte, M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6EXURPTB","bookSection","2009","Mihailović, Dušan; Mihailović, B.","Cultural Regionalization in the Palaeolithic of the Middle Danube Basin and Western Balkans","Le concept de territoires dans le Paléolithique supérieur européen","","","","","","2009","2015-11-10 07:14:47","2015-11-10 07:14:47","","93–101","","","","","","Cultural Regionalization in the Palaeolithic of the Middle Danube Basin and Western Balkans","BAR International Series 1938","","","","","Oxford","","","","","","","","","","","","ERC-Project.enl","","Djindjian, François; Kozlowski, Janusz; Bicho, Nuno","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
